"","end_place","start_place","bike_number","start_timestamp","end_timestamp","czas_poczatkowy","czas_koncowy","coordinate_start","lat_start","lng_start","name_start","coordinate_end","lat_end","lng_end","name_end","distance","ID","duration","speed","direct","direct_name","time_start","data","rok","miesiac","dzien","godzina","h","m","s","time_end","dzien_tygodnia","wday","qh"
"2",3581086,3580938,63162,1627769742,1627771798,2021-08-01 00:15:42,2021-08-01 00:49:58,"54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec","54.19271,15.66269",54.19271,15.66269,"Podczele - ul. Brzeska",7882.43331088458,"54.1872,15.59208 54.19271,15.66269",2056,13.8019260307317,"3580938_3581086","Kamienny Szaniec -> Podczele - ul. Brzeska",2021-08-01 00:15:42,"2021-08-01","2021","08","01","00:15:42","00","15","42",2021-08-01 00:49:58,"niedz\.",1,"00:"
"3",3562243,3581078,63006,1627771798,1627772640,2021-08-01 00:49:58,2021-08-01 01:04:00,"54.16255,15.54869",54.16255,15.54869,"ul. Toruńska","54.18194,15.57067",54.18194,15.57067,"Dworzec PKP",3211.02203342958,"54.16255,15.54869 54.18194,15.57067",842,13.7288352973236,"3581078_3562243","ul. Toruńska -> Dworzec PKP",2021-08-01 00:49:58,"2021-08-01","2021","08","01","00:49:58","00","49","58",2021-08-01 01:04:00,"niedz\.",1,"00:"
"4",3581080,3562243,63049,1627772399,1627774207,2021-08-01 00:59:59,2021-08-01 01:30:07,"54.18194,15.57067",54.18194,15.57067,"Dworzec PKP","54.15675,15.5538",54.15675,15.5538,"ul. Świętego Wojciecha",3289.97804325625,"54.18194,15.57067 54.15675,15.5538",1808,6.55084123657217,"3562243_3581080","Dworzec PKP -> ul. Świętego Wojciecha",2021-08-01 00:59:59,"2021-08-01","2021","08","01","00:59:59","00","59","59",2021-08-01 01:30:07,"niedz\.",1,"00:"
"5",3580557,3562243,63073,1627772640,1627773363,2021-08-01 01:04:00,2021-08-01 01:16:03,"54.18194,15.57067",54.18194,15.57067,"Dworzec PKP","54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry",2220.14305516605,"54.18194,15.57067 54.17906,15.59042",723,11.0546542165944,"3562243_3580557","Dworzec PKP -> Ogrody - ul. Fredry",2021-08-01 01:04:00,"2021-08-01","2021","08","01","01:04:00","01","04","00",2021-08-01 01:16:03,"niedz\.",1,"01:"
"6",3581078,3562243,63006,1627773484,1627774569,2021-08-01 01:18:04,2021-08-01 01:36:09,"54.18194,15.57067",54.18194,15.57067,"Dworzec PKP","54.16255,15.54869",54.16255,15.54869,"ul. Toruńska",3211.02203342958,"54.18194,15.57067 54.16255,15.54869",1085,10.6540823229,"3562243_3581078","Dworzec PKP -> ul. Toruńska",2021-08-01 01:18:04,"2021-08-01","2021","08","01","01:18:04","01","18","04",2021-08-01 01:36:09,"niedz\.",1,"01:"
"7",3579613,3575154,63059,1627775892,1627777940,2021-08-01 01:58:12,2021-08-01 02:32:20,"54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców","54.1752,15.56177",54.1752,15.56177,"Stadion",2372.36184154137,"54.17592,15.58307 54.1752,15.56177",2048,4.17016729958445,"3575154_3579613","Ul. Słowińców -> Stadion",2021-08-01 01:58:12,"2021-08-01","2021","08","01","01:58:12","01","58","12",2021-08-01 02:32:20,"niedz\.",1,"01:"
"8",3579613,3575154,63036,1627775892,1627778060,2021-08-01 01:58:12,2021-08-01 02:34:20,"54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców","54.1752,15.56177",54.1752,15.56177,"Stadion",2372.36184154137,"54.17592,15.58307 54.1752,15.56177",2168,3.93934623134176,"3575154_3579613","Ul. Słowińców -> Stadion",2021-08-01 01:58:12,"2021-08-01","2021","08","01","01:58:12","01","58","12",2021-08-01 02:34:20,"niedz\.",1,"01:"
"9",3580557,3562243,63091,1627782516,1627782999,2021-08-01 03:48:36,2021-08-01 03:56:39,"54.18194,15.57067",54.18194,15.57067,"Dworzec PKP","54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry",2220.14305516605,"54.18194,15.57067 54.17906,15.59042",483,16.5476501006165,"3562243_3580557","Dworzec PKP -> Ogrody - ul. Fredry",2021-08-01 03:48:36,"2021-08-01","2021","08","01","03:48:36","03","48","36",2021-08-01 03:56:39,"niedz\.",1,"03:"
"10",3581049,3579613,63050,1627785168,1627785539,2021-08-01 04:32:48,2021-08-01 04:38:59,"54.1752,15.56177",54.1752,15.56177,"Stadion","54.17112,15.56722",54.17112,15.56722,"ul. 1 Maja",748.00076326206,"54.1752,15.56177 54.17112,15.56722",371,7.25822843057524,"3579613_3581049","Stadion -> ul. 1 Maja",2021-08-01 04:32:48,"2021-08-01","2021","08","01","04:32:48","04","32","48",2021-08-01 04:38:59,"niedz\.",1,"04:"
"11",3562243,3575154,63095,1627788786,1627789268,2021-08-01 05:33:06,2021-08-01 05:41:08,"54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców","54.18194,15.57067",54.18194,15.57067,"Dworzec PKP",1523.84610146623,"54.17592,15.58307 54.18194,15.57067",482,11.381423164478,"3575154_3562243","Ul. Słowińców -> Dworzec PKP",2021-08-01 05:33:06,"2021-08-01","2021","08","01","05:33:06","05","33","06",2021-08-01 05:41:08,"niedz\.",1,"05:"
"12",3581070,3579613,63139,1627794895,1627795738,2021-08-01 07:14:55,2021-08-01 07:28:58,"54.1752,15.56177",54.1752,15.56177,"Stadion","54.1773,15.54264",54.1773,15.54264,"ul. Arciszewskiego",2141.41749096548,"54.1752,15.56177 54.1773,15.54264",843,9.14484337778852,"3579613_3581070","Stadion -> ul. Arciszewskiego",2021-08-01 07:14:55,"2021-08-01","2021","08","01","07:14:55","07","14","55",2021-08-01 07:28:58,"niedz\.",1,"07:"
"13",3581060,3562243,63095,1627796461,1627797001,2021-08-01 07:41:01,2021-08-01 07:50:01,"54.18194,15.57067",54.18194,15.57067,"Dworzec PKP","54.18588,15.55375",54.18588,15.55375,"Latarnia Morska",1930.33474452403,"54.18194,15.57067 54.18588,15.55375",540,12.8688982968269,"3562243_3581060","Dworzec PKP -> Latarnia Morska",2021-08-01 07:41:01,"2021-08-01","2021","08","01","07:41:01","07","41","01",2021-08-01 07:50:01,"niedz\.",1,"07:"
"14",3562243,3575154,63066,1627797397,1627798119,2021-08-01 07:56:37,2021-08-01 08:08:39,"54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców","54.18194,15.57067",54.18194,15.57067,"Dworzec PKP",1523.84610146623,"54.17592,15.58307 54.18194,15.57067",722,7.59812460564877,"3575154_3562243","Ul. Słowińców -> Dworzec PKP",2021-08-01 07:56:37,"2021-08-01","2021","08","01","07:56:37","07","56","37",2021-08-01 08:08:39,"niedz\.",1,"07:"
"15",3562243,3575154,63193,1627797517,1627797998,2021-08-01 07:58:37,2021-08-01 08:06:38,"54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców","54.18194,15.57067",54.18194,15.57067,"Dworzec PKP",1523.84610146623,"54.17592,15.58307 54.18194,15.57067",481,11.405085166899,"3575154_3562243","Ul. Słowińców -> Dworzec PKP",2021-08-01 07:58:37,"2021-08-01","2021","08","01","07:58:37","07","58","37",2021-08-01 08:06:38,"niedz\.",1,"07:"
"16",3579613,3581078,63011,1627798721,1627799324,2021-08-01 08:18:41,2021-08-01 08:28:44,"54.16255,15.54869",54.16255,15.54869,"ul. Toruńska","54.1752,15.56177",54.1752,15.56177,"Stadion",1990.10204365178,"54.16255,15.54869 54.1752,15.56177",603,11.8812062307569,"3581078_3579613","ul. Toruńska -> Stadion",2021-08-01 08:18:41,"2021-08-01","2021","08","01","08:18:41","08","18","41",2021-08-01 08:28:44,"niedz\.",1,"08:"
"17",3576237,3581070,63139,1627799204,1627800649,2021-08-01 08:26:44,2021-08-01 08:50:49,"54.1773,15.54264",54.1773,15.54264,"ul. Arciszewskiego","54.17624,15.57618",54.17624,15.57618,"Ratusz",3735.38577666576,"54.1773,15.54264 54.17624,15.57618",1445,9.3061514159147,"3581070_3576237","ul. Arciszewskiego -> Ratusz",2021-08-01 08:26:44,"2021-08-01","2021","08","01","08:26:44","08","26","44",2021-08-01 08:50:49,"niedz\.",1,"08:"
"18",3580938,3579613,63153,1627799324,1627800769,2021-08-01 08:28:44,2021-08-01 08:52:49,"54.1752,15.56177",54.1752,15.56177,"Stadion","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",3611.13349672722,"54.1752,15.56177 54.1872,15.59208",1445,8.99659556278061,"3579613_3580938","Stadion -> Kamienny Szaniec",2021-08-01 08:28:44,"2021-08-01","2021","08","01","08:28:44","08","28","44",2021-08-01 08:52:49,"niedz\.",1,"08:"
"19",3562243,3581049,63078,1627799926,1627800529,2021-08-01 08:38:46,2021-08-01 08:48:49,"54.17112,15.56722",54.17112,15.56722,"ul. 1 Maja","54.18194,15.57067",54.18194,15.57067,"Dworzec PKP",1222.19126021621,"54.17112,15.56722 54.18194,15.57067",603,7.29666424009681,"3581049_3562243","ul. 1 Maja -> Dworzec PKP",2021-08-01 08:38:46,"2021-08-01","2021","08","01","08:38:46","08","38","46",2021-08-01 08:48:49,"niedz\.",1,"08:"
"20",3580938,3562243,63066,1627800407,1627802454,2021-08-01 08:46:47,2021-08-01 09:20:54,"54.18194,15.57067",54.18194,15.57067,"Dworzec PKP","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",2449.17931267463,"54.18194,15.57067 54.1872,15.59208",2047,4.30730118496759,"3562243_3580938","Dworzec PKP -> Kamienny Szaniec",2021-08-01 08:46:47,"2021-08-01","2021","08","01","08:46:47","08","46","47",2021-08-01 09:20:54,"niedz\.",1,"08:"
"21",3580938,3562243,63002,1627800529,1627802454,2021-08-01 08:48:49,2021-08-01 09:20:54,"54.18194,15.57067",54.18194,15.57067,"Dworzec PKP","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",2449.17931267463,"54.18194,15.57067 54.1872,15.59208",1925,4.58028338993697,"3562243_3580938","Dworzec PKP -> Kamienny Szaniec",2021-08-01 08:48:49,"2021-08-01","2021","08","01","08:48:49","08","48","49",2021-08-01 09:20:54,"niedz\.",1,"08:"
"22",3576237,3562243,63193,1627801130,1627803898,2021-08-01 08:58:50,2021-08-01 09:44:58,"54.18194,15.57067",54.18194,15.57067,"Dworzec PKP","54.17624,15.57618",54.17624,15.57618,"Ratusz",865.921775537132,"54.18194,15.57067 54.17624,15.57618",2768,1.1261988410165,"3562243_3576237","Dworzec PKP -> Ratusz",2021-08-01 08:58:50,"2021-08-01","2021","08","01","08:58:50","08","58","50",2021-08-01 09:44:58,"niedz\.",1,"08:"
"23",3581060,3580557,63076,1627801251,1627802815,2021-08-01 09:00:51,2021-08-01 09:26:55,"54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry","54.18588,15.55375",54.18588,15.55375,"Latarnia Morska",4147.07962756025,"54.17906,15.59042 54.18588,15.55375",1564,9.54570758261951,"3580557_3581060","Ogrody - ul. Fredry -> Latarnia Morska",2021-08-01 09:00:51,"2021-08-01","2021","08","01","09:00:51","09","00","51",2021-08-01 09:26:55,"niedz\.",1,"09:"
"24",3581060,3580557,63065,1627801371,1627802815,2021-08-01 09:02:51,2021-08-01 09:26:55,"54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry","54.18588,15.55375",54.18588,15.55375,"Latarnia Morska",4147.07962756025,"54.17906,15.59042 54.18588,15.55375",1444,10.3389796808981,"3580557_3581060","Ogrody - ul. Fredry -> Latarnia Morska",2021-08-01 09:02:51,"2021-08-01","2021","08","01","09:02:51","09","02","51",2021-08-01 09:26:55,"niedz\.",1,"09:"
"25",3562243,3581070,63110,1627801852,1627802574,2021-08-01 09:10:52,2021-08-01 09:22:54,"54.1773,15.54264",54.1773,15.54264,"ul. Arciszewskiego","54.18194,15.57067",54.18194,15.57067,"Dworzec PKP",3159.71300776762,"54.1773,15.54264 54.18194,15.57067",722,15.7548017007804,"3581070_3562243","ul. Arciszewskiego -> Dworzec PKP",2021-08-01 09:10:52,"2021-08-01","2021","08","01","09:10:52","09","10","52",2021-08-01 09:22:54,"niedz\.",1,"09:"
"26",3579613,3581049,63150,1627801852,1627802213,2021-08-01 09:10:52,2021-08-01 09:16:53,"54.17112,15.56722",54.17112,15.56722,"ul. 1 Maja","54.1752,15.56177",54.1752,15.56177,"Stadion",748.00076326206,"54.17112,15.56722 54.1752,15.56177",361,7.45928738987095,"3581049_3579613","ul. 1 Maja -> Stadion",2021-08-01 09:10:52,"2021-08-01","2021","08","01","09:10:52","09","10","52",2021-08-01 09:16:53,"niedz\.",1,"09:"
"27",3581060,3575154,63184,1627802093,1627802815,2021-08-01 09:14:53,2021-08-01 09:26:55,"54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców","54.18588,15.55375",54.18588,15.55375,"Latarnia Morska",3434.19863510836,"54.17592,15.58307 54.18588,15.55375",722,17.1234280974932,"3575154_3581060","Ul. Słowińców -> Latarnia Morska",2021-08-01 09:14:53,"2021-08-01","2021","08","01","09:14:53","09","14","53",2021-08-01 09:26:55,"niedz\.",1,"09:"
"28",3581086,3576237,63041,1627802454,1627805948,2021-08-01 09:20:54,2021-08-01 10:19:08,"54.17624,15.57618",54.17624,15.57618,"Ratusz","54.19271,15.66269",54.19271,15.66269,"Podczele - ul. Brzeska",9790.78573530937,"54.17624,15.57618 54.19271,15.66269",3494,10.0878158692369,"3576237_3581086","Ratusz -> Podczele - ul. Brzeska",2021-08-01 09:20:54,"2021-08-01","2021","08","01","09:20:54","09","20","54",2021-08-01 10:19:08,"niedz\.",1,"09:"
"29",3581086,3576237,63139,1627802454,1627805707,2021-08-01 09:20:54,2021-08-01 10:15:07,"54.17624,15.57618",54.17624,15.57618,"Ratusz","54.19271,15.66269",54.19271,15.66269,"Podczele - ul. Brzeska",9790.78573530937,"54.17624,15.57618 54.19271,15.66269",3253,10.8351763440251,"3576237_3581086","Ratusz -> Podczele - ul. Brzeska",2021-08-01 09:20:54,"2021-08-01","2021","08","01","09:20:54","09","20","54",2021-08-01 10:15:07,"niedz\.",1,"09:"
"30",3581060,3581078,63175,1627803056,1627803898,2021-08-01 09:30:56,2021-08-01 09:44:58,"54.16255,15.54869",54.16255,15.54869,"ul. Toruńska","54.18588,15.55375",54.18588,15.55375,"Latarnia Morska",2564.62905147239,"54.16255,15.54869 54.18588,15.55375",842,10.9651598400245,"3581078_3581060","ul. Toruńska -> Latarnia Morska",2021-08-01 09:30:56,"2021-08-01","2021","08","01","09:30:56","09","30","56",2021-08-01 09:44:58,"niedz\.",1,"09:"
"31",3562243,3579613,63015,1627803176,1627804140,2021-08-01 09:32:56,2021-08-01 09:49:00,"54.1752,15.56177",54.1752,15.56177,"Stadion","54.18194,15.57067",54.18194,15.57067,"Dworzec PKP",1226.36613091429,"54.1752,15.56177 54.18194,15.57067",964,4.57979053038532,"3579613_3562243","Stadion -> Dworzec PKP",2021-08-01 09:32:56,"2021-08-01","2021","08","01","09:32:56","09","32","56",2021-08-01 09:49:00,"niedz\.",1,"09:"
"32",3581049,3579613,63170,1627804020,1627804261,2021-08-01 09:47:00,2021-08-01 09:51:01,"54.1752,15.56177",54.1752,15.56177,"Stadion","54.17112,15.56722",54.17112,15.56722,"ul. 1 Maja",748.00076326206,"54.1752,15.56177 54.17112,15.56722",241,11.1734553848274,"3579613_3581049","Stadion -> ul. 1 Maja",2021-08-01 09:47:00,"2021-08-01","2021","08","01","09:47:00","09","47","00",2021-08-01 09:51:01,"niedz\.",1,"09:"
"33",3581060,3576237,63043,1627805345,1627805948,2021-08-01 10:09:05,2021-08-01 10:19:08,"54.17624,15.57618",54.17624,15.57618,"Ratusz","54.18588,15.55375",54.18588,15.55375,"Latarnia Morska",2702.43611418135,"54.17624,15.57618 54.18588,15.55375",603,16.1339469503364,"3576237_3581060","Ratusz -> Latarnia Morska",2021-08-01 10:09:05,"2021-08-01","2021","08","01","10:09:05","10","09","05",2021-08-01 10:19:08,"niedz\.",1,"10:"
"34",3562243,3580557,63091,1627805827,1627806430,2021-08-01 10:17:07,2021-08-01 10:27:10,"54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry","54.18194,15.57067",54.18194,15.57067,"Dworzec PKP",2220.14305516605,"54.17906,15.59042 54.18194,15.57067",603,13.2545854039764,"3580557_3562243","Ogrody - ul. Fredry -> Dworzec PKP",2021-08-01 10:17:07,"2021-08-01","2021","08","01","10:17:07","10","17","07",2021-08-01 10:27:10,"niedz\.",1,"10:"
"35",3562243,3580557,63073,1627805827,1627806550,2021-08-01 10:17:07,2021-08-01 10:29:10,"54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry","54.18194,15.57067",54.18194,15.57067,"Dworzec PKP",2220.14305516605,"54.17906,15.59042 54.18194,15.57067",723,11.0546542165944,"3580557_3562243","Ogrody - ul. Fredry -> Dworzec PKP",2021-08-01 10:17:07,"2021-08-01","2021","08","01","10:17:07","10","17","07",2021-08-01 10:29:10,"niedz\.",1,"10:"
"36",3580938,3580557,63155,1627806550,1627807152,2021-08-01 10:29:10,2021-08-01 10:39:12,"54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",892.145592898107,"54.17906,15.59042 54.1872,15.59208",602,5.33508992430762,"3580557_3580938","Ogrody - ul. Fredry -> Kamienny Szaniec",2021-08-01 10:29:10,"2021-08-01","2021","08","01","10:29:10","10","29","10",2021-08-01 10:39:12,"niedz\.",1,"10:"
"37",3581060,3580557,63052,1627806550,1627808115,2021-08-01 10:29:10,2021-08-01 10:55:15,"54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry","54.18588,15.55375",54.18588,15.55375,"Latarnia Morska",4147.07962756025,"54.17906,15.59042 54.18588,15.55375",1565,9.53960808895649,"3580557_3581060","Ogrody - ul. Fredry -> Latarnia Morska",2021-08-01 10:29:10,"2021-08-01","2021","08","01","10:29:10","10","29","10",2021-08-01 10:55:15,"niedz\.",1,"10:"
"38",3576237,3581086,63139,1627807031,1627809923,2021-08-01 10:37:11,2021-08-01 11:25:23,"54.19271,15.66269",54.19271,15.66269,"Podczele - ul. Brzeska","54.17624,15.57618",54.17624,15.57618,"Ratusz",9790.78573530937,"54.19271,15.66269 54.17624,15.57618",2892,12.1877000854473,"3581086_3576237","Podczele - ul. Brzeska -> Ratusz",2021-08-01 10:37:11,"2021-08-01","2021","08","01","10:37:11","10","37","11",2021-08-01 11:25:23,"niedz\.",1,"10:"
"39",3576237,3581086,63147,1627807031,1627809923,2021-08-01 10:37:11,2021-08-01 11:25:23,"54.19271,15.66269",54.19271,15.66269,"Podczele - ul. Brzeska","54.17624,15.57618",54.17624,15.57618,"Ratusz",9790.78573530937,"54.19271,15.66269 54.17624,15.57618",2892,12.1877000854473,"3581086_3576237","Podczele - ul. Brzeska -> Ratusz",2021-08-01 10:37:11,"2021-08-01","2021","08","01","10:37:11","10","37","11",2021-08-01 11:25:23,"niedz\.",1,"10:"
"40",3579613,3562243,63073,1627807273,1627807754,2021-08-01 10:41:13,2021-08-01 10:49:14,"54.18194,15.57067",54.18194,15.57067,"Dworzec PKP","54.1752,15.56177",54.1752,15.56177,"Stadion",1226.36613091429,"54.18194,15.57067 54.1752,15.56177",481,9.17862384883877,"3562243_3579613","Dworzec PKP -> Stadion",2021-08-01 10:41:13,"2021-08-01","2021","08","01","10:41:13","10","41","13",2021-08-01 10:49:14,"niedz\.",1,"10:"
"41",3575154,3580938,63002,1627807634,1627808597,2021-08-01 10:47:14,2021-08-01 11:03:17,"54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec","54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców",1571.26654130727,"54.1872,15.59208 54.17592,15.58307",963,5.87389361236361,"3580938_3575154","Kamienny Szaniec -> Ul. Słowińców",2021-08-01 10:47:14,"2021-08-01","2021","08","01","10:47:14","10","47","14",2021-08-01 11:03:17,"niedz\.",1,"10:"
"42",3575154,3580938,63066,1627807754,1627808597,2021-08-01 10:49:14,2021-08-01 11:03:17,"54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec","54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców",1571.26654130727,"54.1872,15.59208 54.17592,15.58307",843,6.71003505184598,"3580938_3575154","Kamienny Szaniec -> Ul. Słowińców",2021-08-01 10:49:14,"2021-08-01","2021","08","01","10:49:14","10","49","14",2021-08-01 11:03:17,"niedz\.",1,"10:"
"43",3581049,3575154,63288,1627807995,1627808477,2021-08-01 10:53:15,2021-08-01 11:01:17,"54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców","54.17112,15.56722",54.17112,15.56722,"ul. 1 Maja",1837.95683562113,"54.17592,15.58307 54.17112,15.56722",482,13.7274784403238,"3575154_3581049","Ul. Słowińców -> ul. 1 Maja",2021-08-01 10:53:15,"2021-08-01","2021","08","01","10:53:15","10","53","15",2021-08-01 11:01:17,"niedz\.",1,"10:"
"44",3581078,3562243,63089,1627808477,1627809320,2021-08-01 11:01:17,2021-08-01 11:15:20,"54.18194,15.57067",54.18194,15.57067,"Dworzec PKP","54.16255,15.54869",54.16255,15.54869,"ul. Toruńska",3211.02203342958,"54.18194,15.57067 54.16255,15.54869",843,13.7125496089519,"3562243_3581078","Dworzec PKP -> ul. Toruńska",2021-08-01 11:01:17,"2021-08-01","2021","08","01","11:01:17","11","01","17",2021-08-01 11:15:20,"niedz\.",1,"11:"
"45",3581060,3581070,63123,1627808597,1627811504,2021-08-01 11:03:17,2021-08-01 11:51:44,"54.1773,15.54264",54.1773,15.54264,"ul. Arciszewskiego","54.18588,15.55375",54.18588,15.55375,"Latarnia Morska",1541.52032908927,"54.1773,15.54264 54.18588,15.55375",2907,1.90900350351613,"3581070_3581060","ul. Arciszewskiego -> Latarnia Morska",2021-08-01 11:03:17,"2021-08-01","2021","08","01","11:03:17","11","03","17",2021-08-01 11:51:44,"niedz\.",1,"11:"
"46",3581060,3579613,63011,1627808597,1627809802,2021-08-01 11:03:17,2021-08-01 11:23:22,"54.1752,15.56177",54.1752,15.56177,"Stadion","54.18588,15.55375",54.18588,15.55375,"Latarnia Morska",1452.18636406564,"54.1752,15.56177 54.18588,15.55375",1205,4.33848208351559,"3579613_3581060","Stadion -> Latarnia Morska",2021-08-01 11:03:17,"2021-08-01","2021","08","01","11:03:17","11","03","17",2021-08-01 11:23:22,"niedz\.",1,"11:"
"47",3581060,3581070,63124,1627808717,1627811504,2021-08-01 11:05:17,2021-08-01 11:51:44,"54.1773,15.54264",54.1773,15.54264,"ul. Arciszewskiego","54.18588,15.55375",54.18588,15.55375,"Latarnia Morska",1541.52032908927,"54.1773,15.54264 54.18588,15.55375",2787,1.99119956394739,"3581070_3581060","ul. Arciszewskiego -> Latarnia Morska",2021-08-01 11:05:17,"2021-08-01","2021","08","01","11:05:17","11","05","17",2021-08-01 11:51:44,"niedz\.",1,"11:"
"48",3562243,3580557,63042,1627809079,1627809802,2021-08-01 11:11:19,2021-08-01 11:23:22,"54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry","54.18194,15.57067",54.18194,15.57067,"Dworzec PKP",2220.14305516605,"54.17906,15.59042 54.18194,15.57067",723,11.0546542165944,"3580557_3562243","Ogrody - ul. Fredry -> Dworzec PKP",2021-08-01 11:11:19,"2021-08-01","2021","08","01","11:11:19","11","11","19",2021-08-01 11:23:22,"niedz\.",1,"11:"
"49",3581060,3580557,63028,1627809079,1627812105,2021-08-01 11:11:19,2021-08-01 12:01:45,"54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry","54.18588,15.55375",54.18588,15.55375,"Latarnia Morska",4147.07962756025,"54.17906,15.59042 54.18588,15.55375",3026,4.93373650337637,"3580557_3581060","Ogrody - ul. Fredry -> Latarnia Morska",2021-08-01 11:11:19,"2021-08-01","2021","08","01","11:11:19","11","11","19",2021-08-01 12:01:45,"niedz\.",1,"11:"
"50",3580938,3580557,63051,1627809561,1627810405,2021-08-01 11:19:21,2021-08-01 11:33:25,"54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",892.145592898107,"54.17906,15.59042 54.1872,15.59208",844,3.80536034885448,"3580557_3580938","Ogrody - ul. Fredry -> Kamienny Szaniec",2021-08-01 11:19:21,"2021-08-01","2021","08","01","11:19:21","11","19","21",2021-08-01 11:33:25,"niedz\.",1,"11:"
"51",3581060,3562243,63110,1627809682,1627812105,2021-08-01 11:21:22,2021-08-01 12:01:45,"54.18194,15.57067",54.18194,15.57067,"Dworzec PKP","54.18588,15.55375",54.18588,15.55375,"Latarnia Morska",1930.33474452403,"54.18194,15.57067 54.18588,15.55375",2423,2.86801695430727,"3562243_3581060","Dworzec PKP -> Latarnia Morska",2021-08-01 11:21:22,"2021-08-01","2021","08","01","11:21:22","11","21","22",2021-08-01 12:01:45,"niedz\.",1,"11:"
"52",3576237,3581049,63050,1627809802,1627810405,2021-08-01 11:23:22,2021-08-01 11:33:25,"54.17112,15.56722",54.17112,15.56722,"ul. 1 Maja","54.17624,15.57618",54.17624,15.57618,"Ratusz",1138.54826080442,"54.17112,15.56722 54.17624,15.57618",603,6.79730304957864,"3581049_3576237","ul. 1 Maja -> Ratusz",2021-08-01 11:23:22,"2021-08-01","2021","08","01","11:23:22","11","23","22",2021-08-01 11:33:25,"niedz\.",1,"11:"
"53",3580938,3579613,63001,1627810164,1627818852,2021-08-01 11:29:24,2021-08-01 13:54:12,"54.1752,15.56177",54.1752,15.56177,"Stadion","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",3611.13349672722,"54.1752,15.56177 54.1872,15.59208",8688,1.49632603455548,"3579613_3580938","Stadion -> Kamienny Szaniec",2021-08-01 11:29:24,"2021-08-01","2021","08","01","11:29:24","11","29","24",2021-08-01 13:54:12,"niedz\.",1,"11:"
"54",3581060,3580938,63051,1627810525,1627812706,2021-08-01 11:35:25,2021-08-01 12:11:46,"54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec","54.18588,15.55375",54.18588,15.55375,"Latarnia Morska",4269.22325203499,"54.1872,15.59208 54.18588,15.55375",2181,7.04686093870975,"3580938_3581060","Kamienny Szaniec -> Latarnia Morska",2021-08-01 11:35:25,"2021-08-01","2021","08","01","11:35:25","11","35","25",2021-08-01 12:11:46,"niedz\.",1,"11:"
"55",3581060,3580938,63155,1627810645,1627812586,2021-08-01 11:37:25,2021-08-01 12:09:46,"54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec","54.18588,15.55375",54.18588,15.55375,"Latarnia Morska",4269.22325203499,"54.1872,15.59208 54.18588,15.55375",1941,7.91818841181142,"3580938_3581060","Kamienny Szaniec -> Latarnia Morska",2021-08-01 11:37:25,"2021-08-01","2021","08","01","11:37:25","11","37","25",2021-08-01 12:09:46,"niedz\.",1,"11:"
"56",3581060,3576237,63141,1627810645,1627811384,2021-08-01 11:37:25,2021-08-01 11:49:44,"54.17624,15.57618",54.17624,15.57618,"Ratusz","54.18588,15.55375",54.18588,15.55375,"Latarnia Morska",2702.43611418135,"54.17624,15.57618 54.18588,15.55375",739,13.164776740261,"3576237_3581060","Ratusz -> Latarnia Morska",2021-08-01 11:37:25,"2021-08-01","2021","08","01","11:37:25","11","37","25",2021-08-01 11:49:44,"niedz\.",1,"11:"
