"","end_place","start_place","bike_number","start_timestamp","end_timestamp","czas_poczatkowy","czas_koncowy","coordinate_start","lat_start","lng_start","name_start","coordinate_end","lat_end","lng_end","name_end","distance","ID","duration","speed","direct","direct_name","time_start","data","rok","miesiac","dzien","godzina","h","m","s","time_end","dzien_tygodnia","wday","qh"
"2805",3575154,3581080,63091,1628357054,1628362105,2021-08-07 19:24:14,2021-08-07 20:48:25,"54.15675,15.5538",54.15675,15.5538,"ul. Świętego Wojciecha","54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców",3852.60427261083,"54.15675,15.5538 54.17592,15.58307",5051,2.74586723052841,"3581080_3575154","ul. Świętego Wojciecha -> Ul. Słowińców",2021-08-07 19:24:14,"2021-08-07","2021","08","07","19:24:14","19","24","14",2021-08-07 20:48:25,"sob\.",7,"19:"
"2806",3576237,3581080,63180,1628357054,1628362345,2021-08-07 19:24:14,2021-08-07 20:52:25,"54.15675,15.5538",54.15675,15.5538,"ul. Świętego Wojciecha","54.17624,15.57618",54.17624,15.57618,"Ratusz",3251.92783153459,"54.15675,15.5538 54.17624,15.57618",5291,2.21261390919004,"3581080_3576237","ul. Świętego Wojciecha -> Ratusz",2021-08-07 19:24:14,"2021-08-07","2021","08","07","19:24:14","19","24","14",2021-08-07 20:52:25,"sob\.",7,"19:"
"2807",3576237,3581080,63141,1628357054,1628362345,2021-08-07 19:24:14,2021-08-07 20:52:25,"54.15675,15.5538",54.15675,15.5538,"ul. Świętego Wojciecha","54.17624,15.57618",54.17624,15.57618,"Ratusz",3251.92783153459,"54.15675,15.5538 54.17624,15.57618",5291,2.21261390919004,"3581080_3576237","ul. Świętego Wojciecha -> Ratusz",2021-08-07 19:24:14,"2021-08-07","2021","08","07","19:24:14","19","24","14",2021-08-07 20:52:25,"sob\.",7,"19:"
"2809",3575154,3581060,63286,1628358017,1628361985,2021-08-07 19:40:17,2021-08-07 20:46:25,"54.18588,15.55375",54.18588,15.55375,"Latarnia Morska","54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców",3434.19863510836,"54.18588,15.55375 54.17592,15.58307",3968,3.11570440685235,"3581060_3575154","Latarnia Morska -> Ul. Słowińców",2021-08-07 19:40:17,"2021-08-07","2021","08","07","19:40:17","19","40","17",2021-08-07 20:46:25,"sob\.",7,"19:"
"2810",3575154,3581060,63154,1628358017,1628361985,2021-08-07 19:40:17,2021-08-07 20:46:25,"54.18588,15.55375",54.18588,15.55375,"Latarnia Morska","54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców",3434.19863510836,"54.18588,15.55375 54.17592,15.58307",3968,3.11570440685235,"3581060_3575154","Latarnia Morska -> Ul. Słowińców",2021-08-07 19:40:17,"2021-08-07","2021","08","07","19:40:17","19","40","17",2021-08-07 20:46:25,"sob\.",7,"19:"
"2811",3575154,3581070,63064,1628358137,1628361985,2021-08-07 19:42:17,2021-08-07 20:46:25,"54.1773,15.54264",54.1773,15.54264,"ul. Arciszewskiego","54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców",4503.07940999571,"54.1773,15.54264 54.17592,15.58307",3848,4.21286015488164,"3581070_3575154","ul. Arciszewskiego -> Ul. Słowińców",2021-08-07 19:42:17,"2021-08-07","2021","08","07","19:42:17","19","42","17",2021-08-07 20:46:25,"sob\.",7,"19:"
"2812",3581060,3575154,63177,1628358137,1628358978,2021-08-07 19:42:17,2021-08-07 19:56:18,"54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców","54.18588,15.55375",54.18588,15.55375,"Latarnia Morska",3434.19863510836,"54.17592,15.58307 54.18588,15.55375",841,14.7004935628895,"3575154_3581060","Ul. Słowińców -> Latarnia Morska",2021-08-07 19:42:17,"2021-08-07","2021","08","07","19:42:17","19","42","17",2021-08-07 19:56:18,"sob\.",7,"19:"
"2813",3575154,3581060,63076,1628358257,1628362105,2021-08-07 19:44:17,2021-08-07 20:48:25,"54.18588,15.55375",54.18588,15.55375,"Latarnia Morska","54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców",3434.19863510836,"54.18588,15.55375 54.17592,15.58307",3848,3.21286774594338,"3581060_3575154","Latarnia Morska -> Ul. Słowińców",2021-08-07 19:44:17,"2021-08-07","2021","08","07","19:44:17","19","44","17",2021-08-07 20:48:25,"sob\.",7,"19:"
"2814",3581049,3581060,63162,1628358257,1628359459,2021-08-07 19:44:17,2021-08-07 20:04:19,"54.18588,15.55375",54.18588,15.55375,"Latarnia Morska","54.17112,15.56722",54.17112,15.56722,"ul. 1 Maja",2180.33153738889,"54.18588,15.55375 54.17112,15.56722",1202,6.53011109367721,"3581060_3581049","Latarnia Morska -> ul. 1 Maja",2021-08-07 19:44:17,"2021-08-07","2021","08","07","19:44:17","19","44","17",2021-08-07 20:04:19,"sob\.",7,"19:"
"2815",3581049,3581060,63104,1628358257,1628359580,2021-08-07 19:44:17,2021-08-07 20:06:20,"54.18588,15.55375",54.18588,15.55375,"Latarnia Morska","54.17112,15.56722",54.17112,15.56722,"ul. 1 Maja",2180.33153738889,"54.18588,15.55375 54.17112,15.56722",1323,5.93287493167046,"3581060_3581049","Latarnia Morska -> ul. 1 Maja",2021-08-07 19:44:17,"2021-08-07","2021","08","07","19:44:17","19","44","17",2021-08-07 20:06:20,"sob\.",7,"19:"
"2816",3581049,3581060,63124,1628358257,1628359459,2021-08-07 19:44:17,2021-08-07 20:04:19,"54.18588,15.55375",54.18588,15.55375,"Latarnia Morska","54.17112,15.56722",54.17112,15.56722,"ul. 1 Maja",2180.33153738889,"54.18588,15.55375 54.17112,15.56722",1202,6.53011109367721,"3581060_3581049","Latarnia Morska -> ul. 1 Maja",2021-08-07 19:44:17,"2021-08-07","2021","08","07","19:44:17","19","44","17",2021-08-07 20:04:19,"sob\.",7,"19:"
"2817",3579613,3581060,63021,1628358377,1628359219,2021-08-07 19:46:17,2021-08-07 20:00:19,"54.18588,15.55375",54.18588,15.55375,"Latarnia Morska","54.1752,15.56177",54.1752,15.56177,"Stadion",1452.18636406564,"54.18588,15.55375 54.1752,15.56177",842,6.20887281548253,"3581060_3579613","Latarnia Morska -> Stadion",2021-08-07 19:46:17,"2021-08-07","2021","08","07","19:46:17","19","46","17",2021-08-07 20:00:19,"sob\.",7,"19:"
"2818",3579613,3581060,63082,1628358377,1628359219,2021-08-07 19:46:17,2021-08-07 20:00:19,"54.18588,15.55375",54.18588,15.55375,"Latarnia Morska","54.1752,15.56177",54.1752,15.56177,"Stadion",1452.18636406564,"54.18588,15.55375 54.1752,15.56177",842,6.20887281548253,"3581060_3579613","Latarnia Morska -> Stadion",2021-08-07 19:46:17,"2021-08-07","2021","08","07","19:46:17","19","46","17",2021-08-07 20:00:19,"sob\.",7,"19:"
"2820",3579613,3581060,63127,1628358497,1628359219,2021-08-07 19:48:17,2021-08-07 20:00:19,"54.18588,15.55375",54.18588,15.55375,"Latarnia Morska","54.1752,15.56177",54.1752,15.56177,"Stadion",1452.18636406564,"54.18588,15.55375 54.1752,15.56177",722,7.24081843578434,"3581060_3579613","Latarnia Morska -> Stadion",2021-08-07 19:48:17,"2021-08-07","2021","08","07","19:48:17","19","48","17",2021-08-07 20:00:19,"sob\.",7,"19:"
"2821",3581078,3581060,63164,1628358497,1628359820,2021-08-07 19:48:17,2021-08-07 20:10:20,"54.18588,15.55375",54.18588,15.55375,"Latarnia Morska","54.16255,15.54869",54.16255,15.54869,"ul. Toruńska",2564.62905147239,"54.18588,15.55375 54.16255,15.54869",1323,6.9785824529861,"3581060_3581078","Latarnia Morska -> ul. Toruńska",2021-08-07 19:48:17,"2021-08-07","2021","08","07","19:48:17","19","48","17",2021-08-07 20:10:20,"sob\.",7,"19:"
"2822",3581078,3581060,63079,1628358497,1628359820,2021-08-07 19:48:17,2021-08-07 20:10:20,"54.18588,15.55375",54.18588,15.55375,"Latarnia Morska","54.16255,15.54869",54.16255,15.54869,"ul. Toruńska",2564.62905147239,"54.18588,15.55375 54.16255,15.54869",1323,6.9785824529861,"3581060_3581078","Latarnia Morska -> ul. Toruńska",2021-08-07 19:48:17,"2021-08-07","2021","08","07","19:48:17","19","48","17",2021-08-07 20:10:20,"sob\.",7,"19:"
"2823",3580938,3580557,63160,1628358618,1628359339,2021-08-07 19:50:18,2021-08-07 20:02:19,"54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",892.145592898107,"54.17906,15.59042 54.1872,15.59208",721,4.45454110184908,"3580557_3580938","Ogrody - ul. Fredry -> Kamienny Szaniec",2021-08-07 19:50:18,"2021-08-07","2021","08","07","19:50:18","19","50","18",2021-08-07 20:02:19,"sob\.",7,"19:"
"2824",3580938,3580557,63083,1628358618,1628359459,2021-08-07 19:50:18,2021-08-07 20:04:19,"54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",892.145592898107,"54.17906,15.59042 54.1872,15.59208",841,3.81893476151389,"3580557_3580938","Ogrody - ul. Fredry -> Kamienny Szaniec",2021-08-07 19:50:18,"2021-08-07","2021","08","07","19:50:18","19","50","18",2021-08-07 20:04:19,"sob\.",7,"19:"
"2825",3581060,3580557,63190,1628358858,1628359820,2021-08-07 19:54:18,2021-08-07 20:10:20,"54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry","54.18588,15.55375",54.18588,15.55375,"Latarnia Morska",4147.07962756025,"54.17906,15.59042 54.18588,15.55375",962,15.5192169014729,"3580557_3581060","Ogrody - ul. Fredry -> Latarnia Morska",2021-08-07 19:54:18,"2021-08-07","2021","08","07","19:54:18","19","54","18",2021-08-07 20:10:20,"sob\.",7,"19:"
"2826",3581060,3580557,63287,1628358858,1628359820,2021-08-07 19:54:18,2021-08-07 20:10:20,"54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry","54.18588,15.55375",54.18588,15.55375,"Latarnia Morska",4147.07962756025,"54.17906,15.59042 54.18588,15.55375",962,15.5192169014729,"3580557_3581060","Ogrody - ul. Fredry -> Latarnia Morska",2021-08-07 19:54:18,"2021-08-07","2021","08","07","19:54:18","19","54","18",2021-08-07 20:10:20,"sob\.",7,"19:"
"2827",3580938,3576237,63155,1628359099,1628360181,2021-08-07 19:58:19,2021-08-07 20:16:21,"54.17624,15.57618",54.17624,15.57618,"Ratusz","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",2124.60440988337,"54.17624,15.57618 54.1872,15.59208",1082,7.06892409942712,"3576237_3580938","Ratusz -> Kamienny Szaniec",2021-08-07 19:58:19,"2021-08-07","2021","08","07","19:58:19","19","58","19",2021-08-07 20:16:21,"sob\.",7,"19:"
"2828",3580938,3576237,63159,1628359219,1628360181,2021-08-07 20:00:19,2021-08-07 20:16:21,"54.17624,15.57618",54.17624,15.57618,"Ratusz","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",2124.60440988337,"54.17624,15.57618 54.1872,15.59208",962,7.95070257336813,"3576237_3580938","Ratusz -> Kamienny Szaniec",2021-08-07 20:00:19,"2021-08-07","2021","08","07","20:00:19","20","00","19",2021-08-07 20:16:21,"sob\.",7,"20:"
"2829",3580557,3581060,63043,1628359459,1628360662,2021-08-07 20:04:19,2021-08-07 20:24:22,"54.18588,15.55375",54.18588,15.55375,"Latarnia Morska","54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry",4147.07962756025,"54.18588,15.55375 54.17906,15.59042",1203,12.4102133493075,"3581060_3580557","Latarnia Morska -> Ogrody - ul. Fredry",2021-08-07 20:04:19,"2021-08-07","2021","08","07","20:04:19","20","04","19",2021-08-07 20:24:22,"sob\.",7,"20:"
"2830",3576237,3581070,63139,1628359580,1628360782,2021-08-07 20:06:20,2021-08-07 20:26:22,"54.1773,15.54264",54.1773,15.54264,"ul. Arciszewskiego","54.17624,15.57618",54.17624,15.57618,"Ratusz",3735.38577666576,"54.1773,15.54264 54.17624,15.57618",1202,11.1875114775347,"3581070_3576237","ul. Arciszewskiego -> Ratusz",2021-08-07 20:06:20,"2021-08-07","2021","08","07","20:06:20","20","06","20",2021-08-07 20:26:22,"sob\.",7,"20:"
"2831",3576237,3581070,63168,1628359580,1628360782,2021-08-07 20:06:20,2021-08-07 20:26:22,"54.1773,15.54264",54.1773,15.54264,"ul. Arciszewskiego","54.17624,15.57618",54.17624,15.57618,"Ratusz",3735.38577666576,"54.1773,15.54264 54.17624,15.57618",1202,11.1875114775347,"3581070_3576237","ul. Arciszewskiego -> Ratusz",2021-08-07 20:06:20,"2021-08-07","2021","08","07","20:06:20","20","06","20",2021-08-07 20:26:22,"sob\.",7,"20:"
"2832",3581049,3562243,63150,1628359700,1628360662,2021-08-07 20:08:20,2021-08-07 20:24:22,"54.18194,15.57067",54.18194,15.57067,"Dworzec PKP","54.17112,15.56722",54.17112,15.56722,"ul. 1 Maja",1222.19126021621,"54.18194,15.57067 54.17112,15.56722",962,4.57368870766983,"3562243_3581049","Dworzec PKP -> ul. 1 Maja",2021-08-07 20:08:20,"2021-08-07","2021","08","07","20:08:20","20","08","20",2021-08-07 20:24:22,"sob\.",7,"20:"
"2833",3581049,3562243,63119,1628359700,1628360662,2021-08-07 20:08:20,2021-08-07 20:24:22,"54.18194,15.57067",54.18194,15.57067,"Dworzec PKP","54.17112,15.56722",54.17112,15.56722,"ul. 1 Maja",1222.19126021621,"54.18194,15.57067 54.17112,15.56722",962,4.57368870766983,"3562243_3581049","Dworzec PKP -> ul. 1 Maja",2021-08-07 20:08:20,"2021-08-07","2021","08","07","20:08:20","20","08","20",2021-08-07 20:24:22,"sob\.",7,"20:"
"2834",3562243,3581060,63287,1628359940,1628360782,2021-08-07 20:12:20,2021-08-07 20:26:22,"54.18588,15.55375",54.18588,15.55375,"Latarnia Morska","54.18194,15.57067",54.18194,15.57067,"Dworzec PKP",1930.33474452403,"54.18588,15.55375 54.18194,15.57067",842,8.25321268442579,"3581060_3562243","Latarnia Morska -> Dworzec PKP",2021-08-07 20:12:20,"2021-08-07","2021","08","07","20:12:20","20","12","20",2021-08-07 20:26:22,"sob\.",7,"20:"
"2835",3562243,3581060,63190,1628359940,1628360782,2021-08-07 20:12:20,2021-08-07 20:26:22,"54.18588,15.55375",54.18588,15.55375,"Latarnia Morska","54.18194,15.57067",54.18194,15.57067,"Dworzec PKP",1930.33474452403,"54.18588,15.55375 54.18194,15.57067",842,8.25321268442579,"3581060_3562243","Latarnia Morska -> Dworzec PKP",2021-08-07 20:12:20,"2021-08-07","2021","08","07","20:12:20","20","12","20",2021-08-07 20:26:22,"sob\.",7,"20:"
"2836",3581078,3581060,63172,1628359940,1628361985,2021-08-07 20:12:20,2021-08-07 20:46:25,"54.18588,15.55375",54.18588,15.55375,"Latarnia Morska","54.16255,15.54869",54.16255,15.54869,"ul. Toruńska",2564.62905147239,"54.18588,15.55375 54.16255,15.54869",2045,4.51475040845996,"3581060_3581078","Latarnia Morska -> ul. Toruńska",2021-08-07 20:12:20,"2021-08-07","2021","08","07","20:12:20","20","12","20",2021-08-07 20:46:25,"sob\.",7,"20:"
"2837",3562243,3581060,63177,1628360060,1628360782,2021-08-07 20:14:20,2021-08-07 20:26:22,"54.18588,15.55375",54.18588,15.55375,"Latarnia Morska","54.18194,15.57067",54.18194,15.57067,"Dworzec PKP",1930.33474452403,"54.18588,15.55375 54.18194,15.57067",722,9.62493778433035,"3581060_3562243","Latarnia Morska -> Dworzec PKP",2021-08-07 20:14:20,"2021-08-07","2021","08","07","20:14:20","20","14","20",2021-08-07 20:26:22,"sob\.",7,"20:"
"2838",3562243,3581060,63193,1628360060,1628360662,2021-08-07 20:14:20,2021-08-07 20:24:22,"54.18588,15.55375",54.18588,15.55375,"Latarnia Morska","54.18194,15.57067",54.18194,15.57067,"Dworzec PKP",1930.33474452403,"54.18588,15.55375 54.18194,15.57067",602,11.5435300336985,"3581060_3562243","Latarnia Morska -> Dworzec PKP",2021-08-07 20:14:20,"2021-08-07","2021","08","07","20:14:20","20","14","20",2021-08-07 20:24:22,"sob\.",7,"20:"
"2839",3581078,3581060,63099,1628360060,1628361985,2021-08-07 20:14:20,2021-08-07 20:46:25,"54.18588,15.55375",54.18588,15.55375,"Latarnia Morska","54.16255,15.54869",54.16255,15.54869,"ul. Toruńska",2564.62905147239,"54.18588,15.55375 54.16255,15.54869",1925,4.79618939496136,"3581060_3581078","Latarnia Morska -> ul. Toruńska",2021-08-07 20:14:20,"2021-08-07","2021","08","07","20:14:20","20","14","20",2021-08-07 20:46:25,"sob\.",7,"20:"
"2840",3576237,3580557,63120,1628360181,1628360782,2021-08-07 20:16:21,2021-08-07 20:26:22,"54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry","54.17624,15.57618",54.17624,15.57618,"Ratusz",1613.77212939467,"54.17906,15.59042 54.17624,15.57618",601,9.6665219065238,"3580557_3576237","Ogrody - ul. Fredry -> Ratusz",2021-08-07 20:16:21,"2021-08-07","2021","08","07","20:16:21","20","16","21",2021-08-07 20:26:22,"sob\.",7,"20:"
"2841",3580938,3581086,63182,1628360181,1628361985,2021-08-07 20:16:21,2021-08-07 20:46:25,"54.19271,15.66269",54.19271,15.66269,"Podczele - ul. Brzeska","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",7882.43331088458,"54.19271,15.66269 54.1872,15.59208",1804,15.729911263406,"3581086_3580938","Podczele - ul. Brzeska -> Kamienny Szaniec",2021-08-07 20:16:21,"2021-08-07","2021","08","07","20:16:21","20","16","21",2021-08-07 20:46:25,"sob\.",7,"20:"
"2842",3580938,3576237,63044,1628360181,1628361503,2021-08-07 20:16:21,2021-08-07 20:38:23,"54.17624,15.57618",54.17624,15.57618,"Ratusz","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",2124.60440988337,"54.17624,15.57618 54.1872,15.59208",1322,5.78560958818468,"3576237_3580938","Ratusz -> Kamienny Szaniec",2021-08-07 20:16:21,"2021-08-07","2021","08","07","20:16:21","20","16","21",2021-08-07 20:38:23,"sob\.",7,"20:"
"2843",3581086,3581060,63065,1628360301,1628362586,2021-08-07 20:18:21,2021-08-07 20:56:26,"54.18588,15.55375",54.18588,15.55375,"Latarnia Morska","54.19271,15.66269",54.19271,15.66269,"Podczele - ul. Brzeska",12149.2337213436,"54.18588,15.55375 54.19271,15.66269",2285,19.141024681329,"3581060_3581086","Latarnia Morska -> Podczele - ul. Brzeska",2021-08-07 20:18:21,"2021-08-07","2021","08","07","20:18:21","20","18","21",2021-08-07 20:56:26,"sob\.",7,"20:"
"2844",3581086,3581060,63004,1628360301,1628362586,2021-08-07 20:18:21,2021-08-07 20:56:26,"54.18588,15.55375",54.18588,15.55375,"Latarnia Morska","54.19271,15.66269",54.19271,15.66269,"Podczele - ul. Brzeska",12149.2337213436,"54.18588,15.55375 54.19271,15.66269",2285,19.141024681329,"3581060_3581086","Latarnia Morska -> Podczele - ul. Brzeska",2021-08-07 20:18:21,"2021-08-07","2021","08","07","20:18:21","20","18","21",2021-08-07 20:56:26,"sob\.",7,"20:"
"2845",3581086,3581060,63037,1628360301,1628362586,2021-08-07 20:18:21,2021-08-07 20:56:26,"54.18588,15.55375",54.18588,15.55375,"Latarnia Morska","54.19271,15.66269",54.19271,15.66269,"Podczele - ul. Brzeska",12149.2337213436,"54.18588,15.55375 54.19271,15.66269",2285,19.141024681329,"3581060_3581086","Latarnia Morska -> Podczele - ul. Brzeska",2021-08-07 20:18:21,"2021-08-07","2021","08","07","20:18:21","20","18","21",2021-08-07 20:56:26,"sob\.",7,"20:"
"2846",3580938,3576237,63031,1628360421,1628361503,2021-08-07 20:20:21,2021-08-07 20:38:23,"54.17624,15.57618",54.17624,15.57618,"Ratusz","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",2124.60440988337,"54.17624,15.57618 54.1872,15.59208",1082,7.06892409942712,"3576237_3580938","Ratusz -> Kamienny Szaniec",2021-08-07 20:20:21,"2021-08-07","2021","08","07","20:20:21","20","20","21",2021-08-07 20:38:23,"sob\.",7,"20:"
"2847",3580557,3579613,63021,1628360782,1628361503,2021-08-07 20:26:22,2021-08-07 20:38:23,"54.1752,15.56177",54.1752,15.56177,"Stadion","54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry",3216.05035661621,"54.1752,15.56177 54.17906,15.59042",721,16.057949076031,"3579613_3580557","Stadion -> Ogrody - ul. Fredry",2021-08-07 20:26:22,"2021-08-07","2021","08","07","20:26:22","20","26","22",2021-08-07 20:38:23,"sob\.",7,"20:"
"2848",3580557,3562243,63177,1628360902,1628361263,2021-08-07 20:28:22,2021-08-07 20:34:23,"54.18194,15.57067",54.18194,15.57067,"Dworzec PKP","54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry",2220.14305516605,"54.18194,15.57067 54.17906,15.59042",361,22.1399307440381,"3562243_3580557","Dworzec PKP -> Ogrody - ul. Fredry",2021-08-07 20:28:22,"2021-08-07","2021","08","07","20:28:22","20","28","22",2021-08-07 20:34:23,"sob\.",7,"20:"
"2849",3581060,3576237,63120,1628360902,1628361624,2021-08-07 20:28:22,2021-08-07 20:40:24,"54.17624,15.57618",54.17624,15.57618,"Ratusz","54.18588,15.55375",54.18588,15.55375,"Latarnia Morska",2702.43611418135,"54.17624,15.57618 54.18588,15.55375",722,13.4747507078294,"3576237_3581060","Ratusz -> Latarnia Morska",2021-08-07 20:28:22,"2021-08-07","2021","08","07","20:28:22","20","28","22",2021-08-07 20:40:24,"sob\.",7,"20:"
"2850",3581060,3576237,63147,1628360902,1628361624,2021-08-07 20:28:22,2021-08-07 20:40:24,"54.17624,15.57618",54.17624,15.57618,"Ratusz","54.18588,15.55375",54.18588,15.55375,"Latarnia Morska",2702.43611418135,"54.17624,15.57618 54.18588,15.55375",722,13.4747507078294,"3576237_3581060","Ratusz -> Latarnia Morska",2021-08-07 20:28:22,"2021-08-07","2021","08","07","20:28:22","20","28","22",2021-08-07 20:40:24,"sob\.",7,"20:"
"2851",3580557,3580938,63155,1628361022,1628361744,2021-08-07 20:30:22,2021-08-07 20:42:24,"54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec","54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry",892.145592898107,"54.1872,15.59208 54.17906,15.59042",722,4.44837137733128,"3580938_3580557","Kamienny Szaniec -> Ogrody - ul. Fredry",2021-08-07 20:30:22,"2021-08-07","2021","08","07","20:30:22","20","30","22",2021-08-07 20:42:24,"sob\.",7,"20:"
"2852",3580557,3580938,63160,1628361142,1628361624,2021-08-07 20:32:22,2021-08-07 20:40:24,"54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec","54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry",892.145592898107,"54.1872,15.59208 54.17906,15.59042",482,6.6633280797369,"3580938_3580557","Kamienny Szaniec -> Ogrody - ul. Fredry",2021-08-07 20:32:22,"2021-08-07","2021","08","07","20:32:22","20","32","22",2021-08-07 20:40:24,"sob\.",7,"20:"
"2853",3580557,3580938,63083,1628361142,1628361744,2021-08-07 20:32:22,2021-08-07 20:42:24,"54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec","54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry",892.145592898107,"54.1872,15.59208 54.17906,15.59042",602,5.33508992430762,"3580938_3580557","Kamienny Szaniec -> Ogrody - ul. Fredry",2021-08-07 20:32:22,"2021-08-07","2021","08","07","20:32:22","20","32","22",2021-08-07 20:42:24,"sob\.",7,"20:"
"2854",3580938,3580557,63043,1628361263,1628362105,2021-08-07 20:34:23,2021-08-07 20:48:25,"54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",892.145592898107,"54.17906,15.59042 54.1872,15.59208",842,3.8143992095406,"3580557_3580938","Ogrody - ul. Fredry -> Kamienny Szaniec",2021-08-07 20:34:23,"2021-08-07","2021","08","07","20:34:23","20","34","23",2021-08-07 20:48:25,"sob\.",7,"20:"
"2855",3580557,3580938,63044,1628361503,1628362105,2021-08-07 20:38:23,2021-08-07 20:48:25,"54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec","54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry",892.145592898107,"54.1872,15.59208 54.17906,15.59042",602,5.33508992430762,"3580938_3580557","Kamienny Szaniec -> Ogrody - ul. Fredry",2021-08-07 20:38:23,"2021-08-07","2021","08","07","20:38:23","20","38","23",2021-08-07 20:48:25,"sob\.",7,"20:"
"2856",3580938,3580557,63021,1628361503,1628362105,2021-08-07 20:38:23,2021-08-07 20:48:25,"54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",892.145592898107,"54.17906,15.59042 54.1872,15.59208",602,5.33508992430762,"3580557_3580938","Ogrody - ul. Fredry -> Kamienny Szaniec",2021-08-07 20:38:23,"2021-08-07","2021","08","07","20:38:23","20","38","23",2021-08-07 20:48:25,"sob\.",7,"20:"
"2857",3575154,3580938,63020,1628361624,1628362706,2021-08-07 20:40:24,2021-08-07 20:58:26,"54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec","54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców",1571.26654130727,"54.1872,15.59208 54.17592,15.58307",1082,5.22787388974691,"3580938_3575154","Kamienny Szaniec -> Ul. Słowińców",2021-08-07 20:40:24,"2021-08-07","2021","08","07","20:40:24","20","40","24",2021-08-07 20:58:26,"sob\.",7,"20:"
"2858",3580938,3581060,63147,1628361744,1628362706,2021-08-07 20:42:24,2021-08-07 20:58:26,"54.18588,15.55375",54.18588,15.55375,"Latarnia Morska","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",4269.22325203499,"54.18588,15.55375 54.1872,15.59208",962,15.9763032300686,"3581060_3580938","Latarnia Morska -> Kamienny Szaniec",2021-08-07 20:42:24,"2021-08-07","2021","08","07","20:42:24","20","42","24",2021-08-07 20:58:26,"sob\.",7,"20:"
"2859",3581049,3576237,63168,1628361864,1628362586,2021-08-07 20:44:24,2021-08-07 20:56:26,"54.17624,15.57618",54.17624,15.57618,"Ratusz","54.17112,15.56722",54.17112,15.56722,"ul. 1 Maja",1138.54826080442,"54.17624,15.57618 54.17112,15.56722",722,5.67697193752898,"3576237_3581049","Ratusz -> ul. 1 Maja",2021-08-07 20:44:24,"2021-08-07","2021","08","07","20:44:24","20","44","24",2021-08-07 20:56:26,"sob\.",7,"20:"
"2860",3581086,3580938,63086,1628361864,1628363067,2021-08-07 20:44:24,2021-08-07 21:04:27,"54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec","54.19271,15.66269",54.19271,15.66269,"Podczele - ul. Brzeska",7882.43331088458,"54.1872,15.59208 54.19271,15.66269",1203,23.588329109879,"3580938_3581086","Kamienny Szaniec -> Podczele - ul. Brzeska",2021-08-07 20:44:24,"2021-08-07","2021","08","07","20:44:24","20","44","24",2021-08-07 21:04:27,"sob\.",7,"20:"
"2861",3575154,3580557,63007,1628361985,1628362706,2021-08-07 20:46:25,2021-08-07 20:58:26,"54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry","54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców",884.76417448741,"54.17906,15.59042 54.17592,15.58307",721,4.41768519855018,"3580557_3575154","Ogrody - ul. Fredry -> Ul. Słowińców",2021-08-07 20:46:25,"2021-08-07","2021","08","07","20:46:25","20","46","25",2021-08-07 20:58:26,"sob\.",7,"20:"
